pt,eta,phi,m
420304,34024.1,3.20511,0.957654
50407.6,26626.9,1.24774,3.03128
1.28364e+06,245769,-2.33686,-2.317
1.1416e+06,573383,1.31021,-1.71484
223013,70058,1.82469,0.856228
1.28857e+06,682500,-1.2485,1.96656
399444,79919.5,-2.29148,-0.509278
980303,597991,-1.06899,-0.0285101
255897,248919,0.200849,0.0503336
50372.3,42239.3,0.515592,1.83184
465100,337839,-0.841273,1.32771
169266,106586,-1.03362,-2.13293
345853,75456.9,-2.20278,-1.99526
205303,38395.4,-2.36015,1.29642
32796.4,31181.7,0.295253,0.290386
476441,171834,1.67375,-1.35984
286183,147867,1.27751,0.564513
239638,140722,1.11735,-0.896649
213388,86080.7,-1.55459,-0.0509799
263113,69473.8,-2.00567,1.17179
134374,64491.3,-1.36042,1.45794
67020.8,37221.6,-1.19161,-1.38846
1.06992e+06,569962,1.23638,0.560395
745917,503749,-0.944517,0.384489
115629,111315,-0.0462762,-2.88219
534250,98741,2.3725,-1.00566
53440.4,33872.4,-1.01075,1.11904
735754,369815,1.30397,2.84938
218668,183255,0.606406,0.997899
121634,49048.2,1.55575,1.40411
72595.7,31645.1,-1.46239,-2.27612
1.15815e+06,733310,-1.02556,-2.22564
446496,352048,0.669109,1.56735
303977,287467,-0.293674,0.651119
351571,298730,-0.580681,-2.26746
1.04062e+06,214267,-2.26237,-0.27883
360795,91276.9,-2.04891,2.84026
266100,44904.9,2.46439,-1.28032
47874,41520.3,0.529406,-2.16162
271318,268839,0.0395915,-1.76375
299231,243300,-0.654311,-1.61622
65905.4,62206.4,0.310241,0.88965
545090,329711,-1.08783,-1.08062
196826,175994,0.465872,-0.441188
132147,94234.1,0.852388,-2.83159
801557,72274.6,-3.09712,2.25612
1.06002e+06,643131,1.08358,-2.93121
295689,207080,0.894144,1.20593
1.64575e+06,1.52947e+06,0.383584,-1.45207
306694,301864,0.142366,1.90742
814567,145558,2.40674,1.50611
662844,490841,-0.811944,3.12194
245921,237189,0.201694,1.59824
506058,168142,1.76376,1.96534
406480,156507,1.60513,-0.658519
106905,98211.9,0.267033,0.184599
2.00676e+06,85780.3,3.84512,-1.29914
412844,349078,0.508026,-3.02121
196529,190163,-0.222728,-3.1408
244432,153317,1.02356,2.19026
694548,650729,0.35795,2.88014
558595,446244,0.67249,-0.694834
779729,637995,0.647505,-0.139223
274465,197771,0.850831,1.0554
253515,157619,1.04937,0.545867
918593,47835.9,3.64746,-2.99248
288484,268099,0.257864,1.54289
204651,176257,-0.533752,-2.69091
413414,168588,-1.54442,0.409858
45101,44188.5,-0.188263,1.99601
584325,462643,-0.702376,2.35456
646555,616398,0.303372,-2.26398
1.18311e+06,808872,-0.925919,-1.33814
671954,618913,-0.393919,-0.933547
574068,342460,-1.09719,-3.02657
833698,364630,1.46646,1.11885
204082,199742,-0.13723,-0.544273
1.60771e+06,656697,1.54018,1.29446
742534,720591,-0.167594,2.86968
599854,195219,-1.78752,-1.04233
78278.2,35951.2,1.4103,-2.9448
616337,613951,-0.0151509,-0.823068
337196,130132,1.60071,-2.77984
1.62837e+06,534146,-1.77974,-1.00452
173917,166776,-0.2501,-1.62453
71353.4,44185,1.04107,-2.83907
686507,557599,0.648645,2.42756
505722,448184,0.488165,-3.07073
1.07719e+06,366745,1.73935,0.765559
281270,250175,-0.455858,-2.78406
803263,554017,-0.914561,2.73061
399319,378564,-0.320947,-1.44756
123163,45524.7,1.64964,0.322192
609191,585893,-0.185622,-1.08937
991843,935121,0.31994,2.41417
231653,92131.2,-1.56623,2.56425
777832,760474,0.113017,-0.227852
668435,641883,-0.257018,1.43409
42684.5,30991,-0.822359,1.10497
616816,408304,-0.961964,-1.66578
338835,227309,-0.948058,1.81993
124585,73398.7,1.11478,1.07199
32014.5,31254.5,-0.020107,-2.00503
1.28063e+06,1.18625e+06,-0.377928,-2.26438
507301,487951,-0.219829,2.52764
445535,94833.9,-2.22732,0.709093
1.30175e+06,1.04695e+06,-0.670993,3.08443
1.35441e+06,810256,-1.10087,0.611071
368304,343678,-0.307711,-0.169673
192463,179167,0.280321,0.569313
694921,552570,0.701479,3.03697
176930,115010,0.991906,1.33808
1.95158e+06,110948,-3.55959,2.955
735844,51225.6,-3.3567,-2.55139
243154,162696,0.949874,1.6347
214216,159945,-0.788643,-2.64728
146489,144335,-0.159335,1.47813
182891,93280.3,-1.29256,1.28263
75303,58082.6,0.726656,-0.735081
503327,414277,-0.641326,-0.844188
360868,292220,-0.666534,2.42835
84789.8,37944.7,-1.43346,2.45316
31519.8,25870,0.629815,-1.01011
704810,434473,1.06218,0.89976
501117,140228,1.94536,1.30817
117642,86833,-0.792861,0.741811
187704,42299.9,-2.16878,2.01986
604581,594705,0.173409,1.30065
216963,146085,0.933033,-2.12968
445752,443338,0.0787425,2.566
579821,110758,-2.33873,-2.74765
109121,106719,-0.0450883,-1.55745
872870,516047,1.09502,3.0383
43423.2,35620,0.585483,1.68575
35991.5,34076.1,-0.211531,0.763498
56538.4,31473.6,-1.18552,-1.37327
74549.9,29992.3,-1.55124,0.384676
795904,792321,-0.0269744,-2.02332
164717,122001,-0.80016,2.56646
500980,318741,1.01155,-1.32745
220332,125795,-1.14477,-2.36772
57697.1,49005.1,0.570828,2.39505
48085.8,44301,0.379307,-1.70286
107512,39073.4,1.6675,-3.01221
1.27964e+06,781301,1.0749,2.66454
1.02719e+06,197693,-2.33139,-0.987331
262772,77658.1,1.88612,-1.74636
252717,74169.9,-1.89399,-1.6803
48900.8,30093.8,1.05567,-1.50115
1.23139e+06,1.01658e+06,0.630035,2.18806
664133,189962,-1.92217,-0.643966
175641,116898,0.961877,-1.25052
67124.8,66565.2,0.0864045,-2.88906
1.21243e+06,786691,0.997045,-2.62285
256537,109008,1.49902,-2.72284
80602.3,75401.1,0.32297,2.3153
721724,720348,0.0531589,1.07158
425431,294830,-0.889437,2.29068
238859,129966,-1.21507,-0.101571
53857.1,51573.3,-0.00448354,-2.92219
54321.4,46747.2,-0.513255,-1.92816
1.50379e+06,591526,1.5844,0.821934
468151,29241,-3.46529,-1.91185
1.40823e+06,1.13957e+06,0.664625,-0.827072
279261,275545,0.154573,1.28438
1.00494e+06,312665,-1.83121,-2.38407
238919,234245,-0.102796,0.422147
129054,125112,0.0420955,-0.491992
177110,44626.7,2.05455,-0.132351
780598,641010,0.648342,-3.06072
441667,183101,-1.52515,0.4033
233949,157329,0.939649,1.28607
115479,56230.3,1.33827,0.246896
848843,770859,0.357329,2.70463
561039,528408,-0.336447,0.611371
323354,200084,1.05605,-2.02197
153140,87176,-1.15436,3.08027
67831.7,41341.2,-1.07501,2.12903
36775.4,34151.9,0.380189,-1.68845
40122,28015.7,0.861917,1.73233
1.00861e+06,928778,-0.396382,-1.96426
122010,120073,-0.151703,1.69336
1.14143e+06,977389,-0.568941,-2.71298
139363,133042,0.172291,0.922009
93475.9,85530.5,-0.420747,1.14019
87345,84309.2,0.0535477,1.84696
323357,64731.4,-2.29088,0.485096
546377,390690,0.865474,3.09122
1.00296e+06,231450,2.14479,1.1246
997143,731922,-0.813213,-1.32641
261375,178984,-0.919797,-0.557076
84352.1,55698.5,0.954411,-2.84296
55092.7,54106.9,-0.12554,-0.0955198
147192,35313.1,-2.10485,1.25581
481022,463759,-0.24172,2.75199
1.01539e+06,108284,-2.92815,-0.649529
123318,107744,0.522007,1.55689
281376,44902.4,2.52025,-2.39704
871396,701686,0.640897,1.36091
614238,296570,1.35469,-0.864285
297538,278745,-0.354998,2.33703
287995,247981,0.544068,-0.732379
257267,245106,0.253865,2.25037
286267,207383,0.839152,1.39483
274433,198651,-0.845315,1.43584
290323,77890.8,1.98879,2.20433
98860.9,37618.3,1.61817,0.710879
882007,878936,0.0406732,0.421765
293166,237653,0.667004,2.74738
150675,69350.8,1.40884,-0.991559
1.30118e+06,825181,1.02759,2.64408
1.0445e+06,1.01974e+06,0.218784,-1.02402
845408,522625,1.04421,-2.43344
314788,109383,-1.71644,0.863676
454877,56943.7,-2.76699,-2.05996
722058,34880.1,-3.72263,-1.75488
1.03375e+06,821522,0.684302,1.14325
276874,254365,-0.253789,3.13836
243130,241206,-0.0860339,1.37856
948997,634902,-0.955206,-2.23631
1.00385e+06,710533,0.877981,-2.18107
748482,635220,-0.587538,-2.80084
1.37646e+06,762779,1.18075,0.655231
103215,73338.1,-0.869337,0.418501
1.441e+06,302466,-2.24297,-3.09451
227548,211680,0.380021,-1.47809
75822.2,60359.1,-0.658445,-2.1486
558342,310074,1.19003,-1.50082
305375,301102,0.150721,0.777857
80088.9,77277.6,0.258319,1.43539
1.46869e+06,651878,-1.45105,-0.419438
51750.5,42155,0.649498,1.56483
63003.6,34629.3,-1.19708,-2.55778
396232,308386,0.728842,-2.67801
241158,238496,-0.128356,-1.15826
105377,52406.1,-1.31834,1.27145
721238,677962,-0.33819,2.64583
441171,355546,-0.674918,0.988216
220140,212724,0.25113,-1.10477
89314.7,46261.1,1.26767,0.792856
35481.9,32920.9,0.350233,1.0818
673827,577379,-0.566896,2.67737
1.39242e+06,665361,-1.36844,2.73017
994555,891638,-0.472976,2.43322
154863,152093,-0.164269,-0.654031
1.29634e+06,413248,1.80816,2.78865
510166,331873,-0.988621,1.41756
823954,681464,0.620385,1.57726
108757,36645.2,-1.74748,1.18074
740744,739775,-0.0421001,3.07731
1.17645e+06,972434,0.620044,-1.04505
1.06335e+06,352699,-1.76712,-0.601941
160241,139169,0.5389,-0.46342
220241,114133,1.27347,-3.10431
614319,507508,-0.637759,2.86692
200491,171775,-0.564752,-1.1277
229993,148672,0.982766,-0.787749
76021.8,69783.5,0.38519,-1.86295
1.03965e+06,847093,0.655067,2.95488
357508,297101,0.613499,0.320165
44071.3,40214.1,0.401881,-2.64003
580001,571154,0.166548,1.69401
365468,107639,-1.8885,-1.68421
158700,105806,-0.935319,-1.48599
91633.2,74290.1,-0.660766,1.52009
695515,685766,-0.156713,2.22607
186809,25078.3,2.69613,2.41672
2.77308e+06,610347,-2.19332,-1.64471
83740,78448.6,-0.303233,1.87439
657462,651945,-0.026161,1.54651
1.2171e+06,467629,1.60766,-1.40109
515685,149587,-1.90781,-2.84509
54066.9,38751.6,0.843637,0.0641811
62267.3,29048.8,-1.38805,2.50934
401485,313054,-0.723504,1.30178
269475,267691,-0.0491093,1.85129
345179,334714,0.067689,-1.65227
543429,517988,0.290588,-1.81666
208862,197758,-0.321005,-0.267099
553974,419819,0.757721,-1.64345
871644,256972,1.89145,-2.3621
205855,203889,-0.0758048,-2.55977
237226,164488,-0.899087,1.5829
140661,85892.5,1.07121,2.96597
1.04731e+06,58516.3,3.57694,2.48089
91683.1,57631.1,1.03173,-2.64028
721853,263930,1.66343,-2.14401
208204,196844,-0.224408,-1.05947
97052.8,95824.4,-0.141601,2.72967
518233,337763,-0.990942,0.749303
213257,209624,-0.0441769,1.3612
98516.7,41923.5,-1.49238,-1.79134
682689,633668,-0.317285,1.65518
37433.8,32352.8,-0.489777,0.86481
592729,32119.9,3.6076,-0.696051
689696,556910,-0.673308,0.42202
94805.9,79269.8,0.571347,2.38678
338937,292381,-0.521009,-1.93957
333483,260499,0.728896,-1.95609
158528,45117.5,1.9263,-2.09263
318050,313134,0.0462993,1.76085
150717,149093,0.114397,-2.06417
251432,134335,1.2383,-2.06706
226435,63718.3,1.93896,-3.06198
859210,738903,0.557237,-1.08558
1.08345e+06,1.05138e+06,0.118374,1.92072
393784,122172,1.83758,-2.15743
123976,120264,-0.151404,-0.986677
270797,29721.4,2.89939,0.201074
395047,375294,-0.315405,2.18958
505820,232149,-1.41176,-0.768916
325863,82547,-2.04872,0.534991
863870,214937,2.06743,0.0132762
212847,122621,1.14473,-0.286195
147383,103079,0.884854,0.389057
328733,97098,-1.8891,-3.00966
349570,35387.1,2.98036,-0.0350687
1.5519e+06,593896,-1.61376,-0.401134
106176,36677.3,1.72288,2.537
41449.3,33126.8,-0.664449,-1.44638
1.68823e+06,582876,-1.72423,-3.0171
221105,146417,-0.955176,-1.31607
679967,585418,-0.556602,-0.204172
582302,477976,-0.647018,3.02922
411845,335486,0.655679,2.56586
602344,235305,1.59232,-0.190399
217845,92221,-1.50055,-0.81025
83076.3,74082.2,0.450371,0.542956
455702,418283,-0.417804,2.484
626712,314505,-1.30768,-0.44668
83353.7,53665.6,0.991956,2.84788
300065,243575,-0.656596,1.64113
265924,189894,0.856595,0.579282
187873,178128,0.282543,1.98838
176655,37459.1,-2.23126,1.5892
92429.3,28510,1.84302,0.970391
521161,507109,0.190884,-2.44451
451350,328189,-0.838312,0.896084
427485,262376,1.06309,1.13399
817474,753930,-0.391644,2.07068
849203,478494,1.17472,-2.41989
143257,135971,-0.312557,3.09135
74482.8,70341.9,-0.323476,-2.24915
421428,387440,-0.415352,1.41344
166299,163536,-0.0304575,-1.43762
405948,150873,1.64551,1.59616
132451,112976,0.578354,-1.06561
109934,88028.4,-0.679222,-0.971545
616674,548247,0.474686,-1.99771
180719,50699.6,1.94293,-0.0169562
206158,39863.5,-2.32637,0.189361
271899,25587.5,-3.05393,-1.05145
665277,600395,-0.415288,0.528902
1.55049e+06,566807,1.66021,0.539714
307843,296399,0.194415,-0.011263
158192,60963.9,1.60507,-3.12388
890806,836117,-0.120681,2.94509
57130.6,49515.4,0.510863,2.60632
843762,503327,1.09812,2.10962
696657,108224,-2.54883,1.71017
82302.4,79094.6,-0.160524,1.21897
191089,56083.3,1.89635,0.826914
413948,350828,0.588161,-0.71991
403049,246765,-1.06682,-1.95704
903161,848379,0.350284,1.3753
178920,83737.3,-1.39009,-0.0889566
678370,622639,-0.40439,-2.17811
423728,33989.6,3.21422,-2.41435
971010,545290,1.17453,-0.249532
231624,197554,0.55142,-2.11098
211308,54030,-2.03979,-1.83483
697377,534199,0.755777,-2.77753
170420,165861,-0.149077,-0.339588
1.58763e+06,68658.9,-3.83349,1.49358
57299,52568.9,0.389577,0.613878
53866.3,29147.6,-1.21689,-0.712146
1.55815e+06,552179,-1.69647,2.66454
969351,933039,-0.263095,0.982801
537858,313492,1.13402,-2.37802
1.21399e+06,641333,1.25136,0.264597
750255,726432,0.235966,1.27566
269455,138658,-1.28268,1.98292
608017,550515,0.433214,-2.47296
215109,202987,0.219323,1.49074
1.00609e+06,94295.7,-3.058,0.192954
101146,93253.9,-0.222486,2.08271
68368,59571.9,-0.511211,0.701345
422233,323388,-0.75761,2.53339
427540,182923,-1.49041,2.84547
158369,140529,0.483768,2.1288
1.05147e+06,67639.7,-3.43582,0.886433
41394.3,26932.1,0.984021,0.197408
918310,841121,0.37056,-0.814341
70818.1,55427.5,0.722344,2.98383
135044,53824.6,-1.56605,2.71214
381931,216351,-1.16633,2.80898
197229,186879,-0.312535,3.11005
263930,107796,-1.54226,-2.32217
99240.1,94859,0.240387,-0.908648
121631,88038.3,-0.845284,-2.59197
958889,813987,-0.586199,0.838446
631789,355716,-1.17055,-2.23846
285447,202674,0.861186,0.454476
119201,117696,-0.0805476,0.469996
2.89412e+06,91977.8,-4.14177,-2.61911
213838,84495.1,-1.57975,-0.00503666
264496,48430.9,2.38169,-1.23741
330857,37293.4,2.87251,-0.718512
933123,840954,-0.460169,1.46998
509225,491053,0.237789,-1.52542
195394,103421,1.2492,2.51952
1.51091e+06,665236,-1.46066,1.24708
1.06002e+06,1.0579e+06,-0.0461065,2.88362
498399,492329,-0.105927,-0.836656
130237,100840,-0.728129,-0.627528
212187,43992.4,2.25499,-2.27272
759575,669793,0.494894,-2.84951
492632,476693,0.234873,-1.18551
107422,104797,0.135196,1.47627
1.04395e+06,557196,-1.23949,2.87654
248769,203415,-0.652359,0.970629
197726,112939,-1.15568,1.81095
134322,42634.9,1.8116,-2.55968
955881,819377,-0.560461,-0.179563
188422,141392,-0.790476,1.13994
123271,102711,-0.613034,-0.816336
454909,173745,-1.61191,0.375381
335589,173525,-1.27402,2.43443
2.83105e+06,149684,3.63222,0.135153
345658,105125,-1.85861,-0.96398
355236,88931.2,-2.06178,-1.56073
250540,53408.7,2.22608,2.75494
331237,44606.8,2.69299,1.59294
39686.9,36794,0.295981,1.19695
42716,29124.9,-0.929278,0.89882
829783,756420,0.432748,2.32153
567924,497607,0.497645,-2.57649
269097,236359,0.513451,0.129074
547832,123549,2.16821,2.93571
1.41604e+06,796536,1.17597,-0.613405
534590,511684,0.265514,-2.45365
309398,252716,0.656149,-0.380987
105058,51744.3,1.33112,0.796542
229659,40016.7,2.43154,2.20196
645892,505758,0.720394,0.243873
206054,116108,1.16696,-2.64376
160545,59120.6,1.65364,2.95487
942894,463826,1.33243,2.21909
464269,443021,0.233977,0.41494
921716,871613,0.329681,0.116741
446515,201665,-1.42986,0.719377
424247,80207.6,-2.34951,0.595837
1.47394e+06,1.43295e+06,-0.124914,-2.88998
1.00301e+06,838139,-0.615904,1.87297
626412,246148,1.5849,-2.43843
234348,231302,0.115989,2.23931
1.03872e+06,634844,1.07004,2.75678
85193.6,45480.4,-1.23571,-1.76928
857064,571194,0.957988,1.69045
111855,89262.2,0.681667,-2.17878
203577,84418.5,1.51866,2.743
1.0618e+06,542962,-1.28814,1.51146
340216,81609.8,-2.10465,-2.63565
541456,484440,0.442189,-1.68276
102389,95710.8,-0.211924,0.602254
69493.9,54424.9,0.719958,0.141325
348260,346115,-0.107115,-2.43396
1.28593e+06,275572,-2.22173,1.47598
784038,530257,-0.939686,-1.53597
158262,145531,-0.386893,-3.02637
84472.1,53659.4,1.02249,1.28191
782384,52517.9,3.39307,-0.799978
77976.3,36613.2,-1.38121,-2.31093
495186,428650,0.549069,-2.50835
403589,160633,1.5708,2.55569
158673,148825,0.352788,2.27836
68818.4,66669.9,-0.208031,-3.097
120554,48285.5,-1.56417,-1.50476
755919,716086,-0.328556,-2.04852
379424,371626,0.160015,1.74924
282444,269244,-0.309852,-2.18561
511550,436493,-0.569787,1.40429
117328,100502,-0.561377,-2.35211
58918.3,49677.9,0.578162,-1.43813
444939,372309,-0.593645,-1.87153
405595,221868,1.20741,-2.26771
755880,524443,-0.899643,2.75369
74637.1,48380.8,-0.991942,-1.21551
255877,205234,-0.681459,-1.9508
553105,186416,-1.74875,-2.1566
763290,110469,-2.62059,-0.20146
79034.3,59092.8,0.789884,-0.333766
182121,32204.1,-2.41748,0.911548
722955,395981,1.20648,-3.07582
164200,144969,-0.482201,-2.29467
713442,377422,-1.24633,-0.944627
573949,225369,-1.5859,1.63471
130281,31777.8,-2.08776,-0.457971
719858,515558,0.843187,-3.01956
431339,313830,-0.813099,1.26752
555743,241505,1.47055,-2.29926
649458,644701,0.0388881,-3.04643
149105,120569,0.665569,0.419285
655480,564981,-0.554639,1.09375
89737.9,64136.8,0.84978,-0.820309
50957.5,34740.5,-0.926788,-1.3391
619424,463598,0.789064,1.24542
116622,65497.2,-1.17477,2.96024
85226.5,49685.2,1.12925,-1.63921
34509.6,25606.6,0.803815,2.62518
459851,238468,-1.25982,1.54054
746935,97280,-2.72705,-0.601139
710942,579520,-0.655673,0.353813
449411,434543,-0.225394,0.909009
285530,210623,-0.816182,2.91227
581924,437944,0.778618,-2.49242
285944,233650,-0.654559,0.772658
593434,181600,-1.85272,1.85226
800330,607094,0.752877,-1.7225
425348,420889,0.122027,3.06877
302860,235799,-0.715511,-2.84643
84608.3,42351.8,-1.31171,0.0268415
30276.1,28682.8,-0.324004,-2.06863
990443,660002,-0.960511,0.446212
207989,196712,0.294663,1.08213
1.0173e+06,671606,-0.973925,0.118695
500561,492642,0.173834,1.97401
122514,74659.4,1.07213,-1.02991
105864,45124.5,-1.49335,-0.837169
315444,311741,-0.131128,-0.0830626
403854,237660,1.1174,-1.54499
65593.3,52863.3,-0.668138,-2.36643
969193,957822,0.106908,-0.580552
1.11867e+06,709840,-1.02616,3.06897
449970,342217,-0.773419,-0.415693
371869,47928.6,2.73744,-1.6207
1.15254e+06,675889,-1.12185,2.75845
660605,50274.9,-3.26721,-3.05341
586728,394978,-0.944725,-2.45448
147239,137393,-0.368962,-1.29053
1.64186e+06,61569.2,-3.97618,-0.157522
476640,468819,0.169585,-1.31533
193738,190990,-0.0194355,2.70817
39243.6,37277.7,-0.261323,0.168414
491035,35973.3,3.30548,-1.23199
35749.8,32934.3,0.338656,-0.497624
1.10871e+06,538521,1.34672,2.30301
229119,39813.9,2.43462,-1.6075
33498.9,30213.4,0.421688,3.00309
1.11536e+06,672849,1.0874,-2.10957
76113.6,54718.7,-0.831211,1.654
1.27884e+06,672917,-1.25721,-2.34118
384364,314137,-0.650094,-0.909615
160363,154758,0.219904,2.23789
360557,99618.6,-1.95624,0.433201
1.20076e+06,845407,-0.886241,-1.51172
52473.5,49271.7,0.31343,1.90212
946575,766865,-0.66569,0.641068
671902,579793,0.550387,2.55096
653900,591411,0.399874,-0.464628
102004,81870.2,-0.671089,-2.46451
868554,399080,-1.41071,-1.59996
353750,231077,-0.98776,1.27412
48225.2,33075.1,0.893041,-1.74957
331299,323873,0.159708,-2.7319
407148,206307,1.2939,-2.39428
184857,137926,-0.794753,2.85882
1.33316e+06,940608,-0.882973,2.35177
1.95232e+06,467337,2.10759,1.06048
287172,223267,0.733608,-1.31643
780905,315395,1.55376,-2.99339
527162,134562,-2.04005,-0.761123
116302,94387.2,-0.649043,1.52509
95014.1,50904.2,1.22458,0.925858
699250,312369,-1.44338,2.9787
207107,206453,0.0057032,-1.78296
202282,163815,0.646418,2.21309
704801,660464,0.354494,-3.08147
232871,226635,0.211045,-0.108543
42499.5,26473.8,1.03179,-2.56068
37736.9,24988.8,-0.957248,-0.296911
693944,289569,-1.51913,-1.49803
300723,273462,-0.433584,0.457408
123129,69535,-1.17083,0.21575
1.0561e+06,871053,0.631559,-0.20502
964776,712670,0.807122,2.27948
744003,697920,-0.355865,0.841384
441873,371394,-0.589141,-0.487835
716700,640982,-0.470886,0.0645168
127310,120321,0.189234,-2.18123
155882,103433,0.961051,2.85146
211970,75127.4,1.6949,2.56479
377417,376342,0.0330052,-0.103961
859378,834094,-0.0304166,1.4119
448443,140790,-1.82318,2.59668
1.18656e+06,842520,0.87274,-1.74129
388241,382780,0.0879938,1.78738
444400,408620,-0.328701,-0.584205
267573,130191,-1.3436,-0.230275
1.30941e+06,1.04492e+06,0.694758,1.40387
163854,159632,0.0933197,-1.51191
38006.8,29747.2,-0.717743,-1.87837
621384,436924,-0.881171,-1.87584
649897,94237.4,2.61882,0.0106789
399937,41993.4,-2.94384,-1.59954
1.00356e+06,281810,-1.94192,2.18732
1.0365e+06,197665,2.34072,2.95048
493006,79584.3,2.51015,-0.631573
48519.6,33079.1,-0.914429,2.74768
760801,535249,0.87943,-1.62837
150864,53581.8,1.69078,-0.441036
105091,32724.5,-1.83023,-2.54023
679349,624591,0.387855,1.03592
86264.2,83225.8,-0.133021,-2.8497
81487.5,67218.4,0.605101,-2.85778
235868,52104.2,-2.1894,0.806121
1.05622e+06,520542,1.33216,-0.859242
699847,693778,0.0468753,-2.39738
767983,744218,-0.241174,1.33303
586258,141712,2.09773,1.62836
557060,554861,-0.0355976,2.10066
63993.9,54502.8,0.581279,2.13195
280545,32093.2,-2.85763,-1.8506
179713,30722.7,-2.45142,-2.64762
2.05027e+06,1.2157e+06,1.10925,1.51015
658464,170004,2.02904,0.228289
320974,131379,-1.53256,1.19359
49058.7,44782.8,-0.414683,-0.905751
338816,240598,0.842546,2.21508
53935.7,51447.1,-0.181664,-2.81612
222916,49955.8,-2.17472,-2.85948
305389,278594,0.425287,1.10857
142220,87324.3,-1.06284,-1.20101
133656,78817.1,-1.11025,-0.369853
106630,70527.6,0.96526,-1.06286
69121.3,61789.3,-0.405648,0.483967
736278,511117,0.903473,0.735495
360469,64419.2,2.40646,-0.603486
522079,490366,0.260627,0.221709
607478,403802,-0.963228,2.64334
510046,401986,0.684178,2.18566
290581,88326.8,1.85892,2.34527
335624,81109.5,2.09797,0.647401
1.46759e+06,982360,-0.954202,2.22822
1.7002e+06,1.32332e+06,-0.73619,-3.00577
485119,107058,-2.19109,2.13906
643764,465893,0.83754,0.312274
206429,195978,-0.0347201,0.880751
182272,178362,0.128971,2.45685
2.38774e+06,954872,1.56173,3.12858
415727,222467,-1.2341,-1.56907
610113,180194,1.88946,-2.22356
98464.7,91183,-0.356762,-1.80852
156148,86495.2,1.19098,-2.44772
106666,65738.2,-1.06036,0.75846
342782,342461,0.0372125,2.0543
642555,177583,1.95917,1.39997
1.6213e+06,153925,-3.04529,-0.598381
396751,307785,0.734617,2.69063
774522,262288,-1.74389,2.97843
813292,670005,0.63347,0.884415
1.65247e+06,809360,-1.34005,0.081136
946097,311470,-1.77585,-2.66256
357249,173987,1.33863,1.13073
1.06468e+06,611824,1.1503,-2.57094
267058,260823,-0.201684,-0.786876
1.83162e+06,49133,-4.31138,-0.83358
1.40337e+06,1.36652e+06,-0.228381,-1.26237
142650,137306,-0.187506,1.29552
362054,124377,1.72716,0.858321
434269,397970,-0.407223,-2.09852
437500,248605,1.1643,-2.08078
141268,75040.6,-1.24029,0.482982
172369,59582.2,-1.72202,-0.73921
268744,31933.7,-2.81914,0.311817
684251,681650,0.0265737,-0.970802
515632,514228,-0.011941,0.056407
1.39043e+06,931758,-0.954301,-2.86454
548092,92396.3,-2.46563,-0.125316
237679,221447,0.36681,-0.106873
155161,132234,-0.573861,0.581711
402055,127846,1.81218,1.81886
308169,47565.1,2.55493,0.557765
58922,40442.5,-0.919448,-0.114583
46115.1,31892.1,-0.90626,-1.02247
902082,398293,1.45619,-0.974343
323379,318412,0.152842,-1.28803
92447.8,61356.8,-0.94605,-1.83545
75430.6,50217,0.963369,-0.414057
112306,36956.8,-1.7741,-1.89717
41171.1,33101.1,-0.658277,-1.04883
518934,515654,-0.0908025,3.03297
841121,357494,1.4985,-1.67318
386297,205124,-1.23972,-1.65516
174371,62784.2,-1.67852,1.48415
160144,53289.8,-1.76416,-0.792091
711600,562432,-0.712946,-1.6518
261042,253785,-0.232854,0.443567
960295,150419,2.54024,-0.444281
100485,88459.6,-0.488155,-0.793202
677608,607582,-0.454653,-1.01613
491039,465703,-0.269134,1.87947
972717,429030,1.45804,-2.12503
675831,510254,-0.783895,0.484401
697898,616608,-0.48919,1.43842
638784,98399.4,2.55732,-1.62272
741012,607201,-0.647059,1.4353
65854.2,60241.1,0.42374,-1.67286
677647,550115,-0.631847,-0.988976
1.03452e+06,657245,-1.02451,0.105912
652899,54991.6,3.16546,0.890149
677319,521544,0.746571,-0.0821525
608844,134707,-2.18796,-2.71095
590245,577121,0.0952389,2.52459
77858.6,70139.4,0.424083,-1.23848
82513.5,65814.4,-0.686693,2.472
95699.1,60380.4,1.02178,-1.72709
784244,55651.4,3.33733,0.814642
140240,53696.7,1.60516,-3.12829
566849,304296,1.22726,-2.23655
150140,147163,-0.135497,0.880323
131940,128892,-0.128003,2.11713
93092.2,92957.6,-0.0117645,2.70766
63374.7,33624.6,1.24069,1.86817
488500,478795,0.0782951,-0.960829
47035.1,45026.7,0.238075,1.30889
97133.9,42563.7,-1.46439,2.82614
1.44751e+06,817766,-1.17162,2.53954
86729,62314.2,0.848234,-2.29105
738736,545493,-0.817859,-2.83574
520718,515898,0.0961187,0.28751
216421,121320,-1.16565,1.92996
715730,480299,-0.948987,0.932291
309066,299809,0.0962561,2.71941
94132.2,62973.1,0.93198,-0.15149
410671,324776,-0.705025,0.802068
418908,167356,1.56768,2.85958
118186,100629,0.574064,2.20674
61667.2,36018.3,1.10418,-1.11011
1.28397e+06,1.16923e+06,-0.405797,1.5265
248450,243686,-0.159755,-1.326
117761,83585.7,-0.862631,2.84296
656633,36623.8,-3.57869,-2.07669
42999.9,27998.6,0.973517,-2.66292
480965,445760,0.378998,-0.178985
485673,197193,-1.54893,2.19671
119603,92923.5,-0.73591,-2.01446
100219,73702.6,-0.811659,1.2131
786185,618520,0.705362,-1.20798
